ms_ssim2_a,psnr_hvs_a,vif_a,iw_ssim_a,fsim_a,nlpd_a,vamf_a,ms_ssim2_b,psnr_hvs_b,vif_b,iw_ssim_b,fsim_b,nlpd_b,vamf_b
1.0,100000.0,0.99999851,1.000000119,1.0,0.0,97.428094,0.966354668,26.32306901,0.643163025,0.947594404,0.954167664,0.210125461,50.222721
1.0,100000.0,0.99999851,1.000000119,1.0,0.0,97.428094,0.934208155,22.07596268,0.489822805,0.878248274,0.909692764,0.288286597,24.577157
1.0,100000.0,0.99999851,1.000000119,1.0,0.0,97.428094,0.921767771,21.13253749,0.461796552,0.84946394,0.89361918,0.312552273,16.850282
1.0,100000.0,0.99999851,1.000000119,1.0,0.0,97.428094,0.8811149,19.11086846,0.393930435,0.756920636,0.84836179,0.381288648,0.0
1.0,100000.0,0.99999851,1.000000119,1.0,0.0,97.428094,0.962341964,32.28195116,0.426443934,0.949610949,0.962179422,0.196928188,75.832399
1.0,100000.0,0.99999851,1.000000119,1.0,0.0,97.428094,0.952937782,29.70125117,0.367689967,0.934615493,0.951287329,0.22396861,67.769398
1.0,100000.0,0.99999851,1.000000119,1.0,0.0,97.428094,0.929772139,26.17796778,0.291829586,0.897640109,0.928500235,0.276446849,53.01484
1.0,100000.0,0.99999851,1.000000119,1.0,0.0,97.428094,0.98321718,43.4055952,0.601080954,0.981191754,0.986480772,0.136466339,89.931934
1.0,100000.0,0.99999851,1.000000119,1.0,0.0,97.428094,0.977910697,40.80865122,0.528315902,0.974652171,0.980535209,0.15483211,87.146096
1.0,100000.0,0.99999851,1.000000119,1.0,0.0,97.428094,0.957767248,34.25443276,0.373885453,0.949667215,0.954888999,0.209743306,76.256135
1.0,100000.0,0.99999851,1.000000119,1.0,0.0,97.428094,0.934833169,30.29346775,0.291151285,0.922551811,0.926396251,0.256207854,66.955028
1.0,100000.0,0.99999851,1.000000119,1.0,0.0,97.428094,0.917850316,27.80614145,0.246329948,0.291463733,0.899175465,0.902687609,60.162036
1.0,100000.0,0.99999851,1.000000119,1.0,0.0,97.428094,0.922134697,25.32854686,0.292972416,0.883257687,0.906428337,0.293370754,44.757812
1.0,100000.0,0.99999851,1.000000119,1.0,0.0,97.428094,0.978379071,36.55355662,0.568289578,0.96833998,0.978308737,0.168313563,77.11891
1.0,100000.0,0.99999851,1.000000119,1.0,0.0,97.428094,0.980110407,37.09040153,0.597694099,0.972400486,0.979200423,0.156437114,80.514537
0.966354668,26.32306901,0.643163025,0.947594404,0.954167664,0.210125461,50.222721,0.934208155,22.07596268,0.489822805,0.878248274,0.909692764,0.288286597,24.577157
0.966354668,26.32306901,0.643163025,0.947594404,0.954167664,0.210125461,50.222721,0.921767771,21.13253749,0.461796552,0.84946394,0.89361918,0.312552273,16.850282
0.966354668,26.32306901,0.643163025,0.947594404,0.954167664,0.210125461,50.222721,0.8811149,19.11086846,0.393930435,0.756920636,0.84836179,0.381288648,0.0
0.966354668,26.32306901,0.643163025,0.947594404,0.954167664,0.210125461,50.222721,0.962341964,32.28195116,0.426443934,0.949610949,0.962179422,0.196928188,75.832399
0.966354668,26.32306901,0.643163025,0.947594404,0.954167664,0.210125461,50.222721,0.952937782,29.70125117,0.367689967,0.934615493,0.951287329,0.22396861,67.769398
0.966354668,26.32306901,0.643163025,0.947594404,0.954167664,0.210125461,50.222721,0.929772139,26.17796778,0.291829586,0.897640109,0.928500235,0.276446849,53.01484
0.966354668,26.32306901,0.643163025,0.947594404,0.954167664,0.210125461,50.222721,0.98321718,43.4055952,0.601080954,0.981191754,0.986480772,0.136466339,89.931934
0.966354668,26.32306901,0.643163025,0.947594404,0.954167664,0.210125461,50.222721,0.977910697,40.80865122,0.528315902,0.974652171,0.980535209,0.15483211,87.146096
0.966354668,26.32306901,0.643163025,0.947594404,0.954167664,0.210125461,50.222721,0.957767248,34.25443276,0.373885453,0.949667215,0.954888999,0.209743306,76.256135
0.966354668,26.32306901,0.643163025,0.947594404,0.954167664,0.210125461,50.222721,0.934833169,30.29346775,0.291151285,0.922551811,0.926396251,0.256207854,66.955028
0.966354668,26.32306901,0.643163025,0.947594404,0.954167664,0.210125461,50.222721,0.917850316,27.80614145,0.246329948,0.291463733,0.899175465,0.902687609,60.162036
0.966354668,26.32306901,0.643163025,0.947594404,0.954167664,0.210125461,50.222721,0.922134697,25.32854686,0.292972416,0.883257687,0.906428337,0.293370754,44.757812
0.966354668,26.32306901,0.643163025,0.947594404,0.954167664,0.210125461,50.222721,0.978379071,36.55355662,0.568289578,0.96833998,0.978308737,0.168313563,77.11891
0.966354668,26.32306901,0.643163025,0.947594404,0.954167664,0.210125461,50.222721,0.980110407,37.09040153,0.597694099,0.972400486,0.979200423,0.156437114,80.514537
0.934208155,22.07596268,0.489822805,0.878248274,0.909692764,0.288286597,24.577157,0.921767771,21.13253749,0.461796552,0.84946394,0.89361918,0.312552273,16.850282
0.934208155,22.07596268,0.489822805,0.878248274,0.909692764,0.288286597,24.577157,0.8811149,19.11086846,0.393930435,0.756920636,0.84836179,0.381288648,0.0
0.934208155,22.07596268,0.489822805,0.878248274,0.909692764,0.288286597,24.577157,0.962341964,32.28195116,0.426443934,0.949610949,0.962179422,0.196928188,75.832399
0.934208155,22.07596268,0.489822805,0.878248274,0.909692764,0.288286597,24.577157,0.952937782,29.70125117,0.367689967,0.934615493,0.951287329,0.22396861,67.769398
0.934208155,22.07596268,0.489822805,0.878248274,0.909692764,0.288286597,24.577157,0.929772139,26.17796778,0.291829586,0.897640109,0.928500235,0.276446849,53.01484
0.934208155,22.07596268,0.489822805,0.878248274,0.909692764,0.288286597,24.577157,0.98321718,43.4055952,0.601080954,0.981191754,0.986480772,0.136466339,89.931934
0.934208155,22.07596268,0.489822805,0.878248274,0.909692764,0.288286597,24.577157,0.977910697,40.80865122,0.528315902,0.974652171,0.980535209,0.15483211,87.146096
0.934208155,22.07596268,0.489822805,0.878248274,0.909692764,0.288286597,24.577157,0.957767248,34.25443276,0.373885453,0.949667215,0.954888999,0.209743306,76.256135
0.934208155,22.07596268,0.489822805,0.878248274,0.909692764,0.288286597,24.577157,0.934833169,30.29346775,0.291151285,0.922551811,0.926396251,0.256207854,66.955028
0.934208155,22.07596268,0.489822805,0.878248274,0.909692764,0.288286597,24.577157,0.917850316,27.80614145,0.246329948,0.291463733,0.899175465,0.902687609,60.162036
0.934208155,22.07596268,0.489822805,0.878248274,0.909692764,0.288286597,24.577157,0.922134697,25.32854686,0.292972416,0.883257687,0.906428337,0.293370754,44.757812
0.934208155,22.07596268,0.489822805,0.878248274,0.909692764,0.288286597,24.577157,0.978379071,36.55355662,0.568289578,0.96833998,0.978308737,0.168313563,77.11891
0.934208155,22.07596268,0.489822805,0.878248274,0.909692764,0.288286597,24.577157,0.980110407,37.09040153,0.597694099,0.972400486,0.979200423,0.156437114,80.514537
0.921767771,21.13253749,0.461796552,0.84946394,0.89361918,0.312552273,16.850282,0.8811149,19.11086846,0.393930435,0.756920636,0.84836179,0.381288648,0.0
0.921767771,21.13253749,0.461796552,0.84946394,0.89361918,0.312552273,16.850282,0.962341964,32.28195116,0.426443934,0.949610949,0.962179422,0.196928188,75.832399
0.921767771,21.13253749,0.461796552,0.84946394,0.89361918,0.312552273,16.850282,0.952937782,29.70125117,0.367689967,0.934615493,0.951287329,0.22396861,67.769398
0.921767771,21.13253749,0.461796552,0.84946394,0.89361918,0.312552273,16.850282,0.929772139,26.17796778,0.291829586,0.897640109,0.928500235,0.276446849,53.01484
0.921767771,21.13253749,0.461796552,0.84946394,0.89361918,0.312552273,16.850282,0.98321718,43.4055952,0.601080954,0.981191754,0.986480772,0.136466339,89.931934
0.921767771,21.13253749,0.461796552,0.84946394,0.89361918,0.312552273,16.850282,0.977910697,40.80865122,0.528315902,0.974652171,0.980535209,0.15483211,87.146096
0.921767771,21.13253749,0.461796552,0.84946394,0.89361918,0.312552273,16.850282,0.957767248,34.25443276,0.373885453,0.949667215,0.954888999,0.209743306,76.256135
0.921767771,21.13253749,0.461796552,0.84946394,0.89361918,0.312552273,16.850282,0.934833169,30.29346775,0.291151285,0.922551811,0.926396251,0.256207854,66.955028
0.921767771,21.13253749,0.461796552,0.84946394,0.89361918,0.312552273,16.850282,0.917850316,27.80614145,0.246329948,0.291463733,0.899175465,0.902687609,60.162036
0.921767771,21.13253749,0.461796552,0.84946394,0.89361918,0.312552273,16.850282,0.922134697,25.32854686,0.292972416,0.883257687,0.906428337,0.293370754,44.757812
0.921767771,21.13253749,0.461796552,0.84946394,0.89361918,0.312552273,16.850282,0.978379071,36.55355662,0.568289578,0.96833998,0.978308737,0.168313563,77.11891
0.921767771,21.13253749,0.461796552,0.84946394,0.89361918,0.312552273,16.850282,0.980110407,37.09040153,0.597694099,0.972400486,0.979200423,0.156437114,80.514537
0.8811149,19.11086846,0.393930435,0.756920636,0.84836179,0.381288648,0.0,0.962341964,32.28195116,0.426443934,0.949610949,0.962179422,0.196928188,75.832399
0.8811149,19.11086846,0.393930435,0.756920636,0.84836179,0.381288648,0.0,0.952937782,29.70125117,0.367689967,0.934615493,0.951287329,0.22396861,67.769398
0.8811149,19.11086846,0.393930435,0.756920636,0.84836179,0.381288648,0.0,0.929772139,26.17796778,0.291829586,0.897640109,0.928500235,0.276446849,53.01484
0.8811149,19.11086846,0.393930435,0.756920636,0.84836179,0.381288648,0.0,0.98321718,43.4055952,0.601080954,0.981191754,0.986480772,0.136466339,89.931934
0.8811149,19.11086846,0.393930435,0.756920636,0.84836179,0.381288648,0.0,0.977910697,40.80865122,0.528315902,0.974652171,0.980535209,0.15483211,87.146096
0.8811149,19.11086846,0.393930435,0.756920636,0.84836179,0.381288648,0.0,0.957767248,34.25443276,0.373885453,0.949667215,0.954888999,0.209743306,76.256135
0.8811149,19.11086846,0.393930435,0.756920636,0.84836179,0.381288648,0.0,0.934833169,30.29346775,0.291151285,0.922551811,0.926396251,0.256207854,66.955028
