ms_ssim2_a,psnr_hvs_a,vif_a,iw_ssim_a,fsim_a,nlpd_a,vamf_a,ms_ssim2_b,psnr_hvs_b,vif_b,iw_ssim_b,fsim_b,nlpd_b,vamf_b
1.0,100000.0,0.999999225,1.0,1.0,0.0,97.428347,0.997409165,45.53111994,0.94384563,0.99751091,0.99829489,0.055625811,96.328216
1.0,100000.0,0.999999225,1.0,1.0,0.0,97.428347,0.995945275,47.13597259,0.909430563,0.994946361,0.995702088,0.06896437,95.488256
1.0,100000.0,0.999999225,1.0,1.0,0.0,97.428347,0.992066383,38.55005116,0.794917762,0.088708945,0.991603136,0.993419886,93.902132
1.0,100000.0,0.999999225,1.0,1.0,0.0,97.428347,0.847235382,18.95752353,0.549993515,0.714794338,0.790128887,0.421597034,0.0
1.0,100000.0,0.999999225,1.0,1.0,0.0,97.428347,0.950008035,23.75671544,0.684918106,0.916146457,0.917030573,0.249188319,28.179365
1.0,100000.0,0.999999225,1.0,1.0,0.0,97.428347,0.989209831,32.36589476,0.878966808,0.985166311,0.984403431,0.11927709,67.796637
1.0,100000.0,0.999999225,1.0,1.0,0.0,97.428347,1.0,100000.0,0.999999225,1.0,1.0,0.0,97.428347
1.0,100000.0,0.999999225,1.0,1.0,0.0,97.428347,0.998038352,53.83823947,0.952545345,0.99839586,0.998857677,0.04402259,96.585034
1.0,100000.0,0.999999225,1.0,1.0,0.0,97.428347,0.973311424,36.21267598,0.531051219,0.965504408,0.972851634,0.161653474,85.844209
1.0,100000.0,0.999999225,1.0,1.0,0.0,97.428347,0.997470558,56.00222678,0.938817024,0.997427702,0.998701811,0.058103163,95.92179
1.0,100000.0,0.999999225,1.0,1.0,0.0,97.428347,0.92959857,29.896648,0.295704335,0.916336298,0.931017518,0.25933674,63.253123
1.0,100000.0,0.999999225,1.0,1.0,0.0,97.428347,0.998088062,56.76075433,0.955554307,0.998124599,0.999024391,0.049631912,96.205896
1.0,100000.0,0.999999225,1.0,1.0,0.0,97.428347,0.674363911,19.41698719,0.076765187,0.68787533,0.773941696,0.619938731,45.713813
1.0,100000.0,0.999999225,1.0,1.0,0.0,97.428347,0.94693917,35.2846026,0.409499407,0.949860871,0.966709256,0.228098348,87.397748
1.0,100000.0,0.999999225,1.0,1.0,0.0,97.428347,0.992134511,46.84140315,0.790334344,0.992862105,0.995201409,0.088770293,95.153528
0.997409165,45.53111994,0.94384563,0.99751091,0.99829489,0.055625811,96.328216,0.995945275,47.13597259,0.909430563,0.994946361,0.995702088,0.06896437,95.488256
0.997409165,45.53111994,0.94384563,0.99751091,0.99829489,0.055625811,96.328216,0.992066383,38.55005116,0.794917762,0.088708945,0.991603136,0.993419886,93.902132
0.997409165,45.53111994,0.94384563,0.99751091,0.99829489,0.055625811,96.328216,0.847235382,18.95752353,0.549993515,0.714794338,0.790128887,0.421597034,0.0
0.997409165,45.53111994,0.94384563,0.99751091,0.99829489,0.055625811,96.328216,0.950008035,23.75671544,0.684918106,0.916146457,0.917030573,0.249188319,28.179365
0.997409165,45.53111994,0.94384563,0.99751091,0.99829489,0.055625811,96.328216,0.989209831,32.36589476,0.878966808,0.985166311,0.984403431,0.11927709,67.796637
0.997409165,45.53111994,0.94384563,0.99751091,0.99829489,0.055625811,96.328216,1.0,100000.0,0.999999225,1.0,1.0,0.0,97.428347
0.997409165,45.53111994,0.94384563,0.99751091,0.99829489,0.055625811,96.328216,0.998038352,53.83823947,0.952545345,0.99839586,0.998857677,0.04402259,96.585034
0.997409165,45.53111994,0.94384563,0.99751091,0.99829489,0.055625811,96.328216,0.973311424,36.21267598,0.531051219,0.965504408,0.972851634,0.161653474,85.844209
0.997409165,45.53111994,0.94384563,0.99751091,0.99829489,0.055625811,96.328216,0.997470558,56.00222678,0.938817024,0.997427702,0.998701811,0.058103163,95.92179
0.997409165,45.53111994,0.94384563,0.99751091,0.99829489,0.055625811,96.328216,0.92959857,29.896648,0.295704335,0.916336298,0.931017518,0.25933674,63.253123
0.997409165,45.53111994,0.94384563,0.99751091,0.99829489,0.055625811,96.328216,0.998088062,56.76075433,0.955554307,0.998124599,0.999024391,0.049631912,96.205896
0.997409165,45.53111994,0.94384563,0.99751091,0.99829489,0.055625811,96.328216,0.674363911,19.41698719,0.076765187,0.68787533,0.773941696,0.619938731,45.713813
0.997409165,45.53111994,0.94384563,0.99751091,0.99829489,0.055625811,96.328216,0.94693917,35.2846026,0.409499407,0.949860871,0.966709256,0.228098348,87.397748
0.997409165,45.53111994,0.94384563,0.99751091,0.99829489,0.055625811,96.328216,0.992134511,46.84140315,0.790334344,0.992862105,0.995201409,0.088770293,95.153528
0.995945275,47.13597259,0.909430563,0.994946361,0.995702088,0.06896437,95.488256,0.992066383,38.55005116,0.794917762,0.088708945,0.991603136,0.993419886,93.902132
0.995945275,47.13597259,0.909430563,0.994946361,0.995702088,0.06896437,95.488256,0.847235382,18.95752353,0.549993515,0.714794338,0.790128887,0.421597034,0.0
0.995945275,47.13597259,0.909430563,0.994946361,0.995702088,0.06896437,95.488256,0.950008035,23.75671544,0.684918106,0.916146457,0.917030573,0.249188319,28.179365
0.995945275,47.13597259,0.909430563,0.994946361,0.995702088,0.06896437,95.488256,0.989209831,32.36589476,0.878966808,0.985166311,0.984403431,0.11927709,67.796637
0.995945275,47.13597259,0.909430563,0.994946361,0.995702088,0.06896437,95.488256,1.0,100000.0,0.999999225,1.0,1.0,0.0,97.428347
0.995945275,47.13597259,0.909430563,0.994946361,0.995702088,0.06896437,95.488256,0.998038352,53.83823947,0.952545345,0.99839586,0.998857677,0.04402259,96.585034
0.995945275,47.13597259,0.909430563,0.994946361,0.995702088,0.06896437,95.488256,0.973311424,36.21267598,0.531051219,0.965504408,0.972851634,0.161653474,85.844209
0.995945275,47.13597259,0.909430563,0.994946361,0.995702088,0.06896437,95.488256,0.997470558,56.00222678,0.938817024,0.997427702,0.998701811,0.058103163,95.92179
