ms_ssim2_a,psnr_hvs_a,vif_a,iw_ssim_a,fsim_a,nlpd_a,vamf_a,ms_ssim2_b,psnr_hvs_b,vif_b,iw_ssim_b,fsim_b,nlpd_b,vamf_b
1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429,0.783316851,18.44393243,0.207839966,0.676097572,0.780060291,0.427183747,16.43422
1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429,0.983981609,37.00470192,0.763467789,0.983467162,0.988331676,0.161735818,82.432219
1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429,0.614834011,16.17737881,0.174206704,0.43385461,0.636837363,0.587576807,0.0
1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429,1.0,100000.0,0.999999523,0.0,1.000000119,1.0,97.428429
1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429,0.918047428,22.97381672,0.607056916,0.897664368,0.897697389,0.28953287,29.142913
1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429,0.967340946,28.956771,0.742630064,0.964461148,0.96118176,0.189449474,56.656693
1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429,0.86245209,23.38025912,0.219757184,0.838263392,0.883472264,0.381755978,55.378324
1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429,0.937826455,29.28053555,0.364152819,0.93520534,0.947946489,0.268317312,74.798834
1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429,1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429
1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429,0.925130844,28.90291742,0.298641175,0.924490035,0.93803066,0.307044029,65.486829
1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429,1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429
1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429,0.996905267,54.16461147,0.928584516,0.997297704,0.998551965,0.070305109,95.285788
1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429,0.784752786,22.27276728,0.151529744,0.807962716,0.872070432,0.53033179,55.52767
1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429,0.693604469,18.94089878,0.098025724,0.727566063,0.821368098,0.646838725,42.755357
1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429,0.959678948,36.01307502,0.494532168,0.965082407,0.976041734,0.218336165,87.706702
0.783316851,18.44393243,0.207839966,0.676097572,0.780060291,0.427183747,16.43422,0.983981609,37.00470192,0.763467789,0.983467162,0.988331676,0.161735818,82.432219
0.783316851,18.44393243,0.207839966,0.676097572,0.780060291,0.427183747,16.43422,0.614834011,16.17737881,0.174206704,0.43385461,0.636837363,0.587576807,0.0
0.783316851,18.44393243,0.207839966,0.676097572,0.780060291,0.427183747,16.43422,1.0,100000.0,0.999999523,0.0,1.000000119,1.0,97.428429
0.783316851,18.44393243,0.207839966,0.676097572,0.780060291,0.427183747,16.43422,0.918047428,22.97381672,0.607056916,0.897664368,0.897697389,0.28953287,29.142913
0.783316851,18.44393243,0.207839966,0.676097572,0.780060291,0.427183747,16.43422,0.967340946,28.956771,0.742630064,0.964461148,0.96118176,0.189449474,56.656693
0.783316851,18.44393243,0.207839966,0.676097572,0.780060291,0.427183747,16.43422,0.86245209,23.38025912,0.219757184,0.838263392,0.883472264,0.381755978,55.378324
0.783316851,18.44393243,0.207839966,0.676097572,0.780060291,0.427183747,16.43422,0.937826455,29.28053555,0.364152819,0.93520534,0.947946489,0.268317312,74.798834
0.783316851,18.44393243,0.207839966,0.676097572,0.780060291,0.427183747,16.43422,1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429
0.783316851,18.44393243,0.207839966,0.676097572,0.780060291,0.427183747,16.43422,0.925130844,28.90291742,0.298641175,0.924490035,0.93803066,0.307044029,65.486829
0.783316851,18.44393243,0.207839966,0.676097572,0.780060291,0.427183747,16.43422,1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429
0.783316851,18.44393243,0.207839966,0.676097572,0.780060291,0.427183747,16.43422,0.996905267,54.16461147,0.928584516,0.997297704,0.998551965,0.070305109,95.285788
0.783316851,18.44393243,0.207839966,0.676097572,0.780060291,0.427183747,16.43422,0.784752786,22.27276728,0.151529744,0.807962716,0.872070432,0.53033179,55.52767
0.783316851,18.44393243,0.207839966,0.676097572,0.780060291,0.427183747,16.43422,0.693604469,18.94089878,0.098025724,0.727566063,0.821368098,0.646838725,42.755357
0.783316851,18.44393243,0.207839966,0.676097572,0.780060291,0.427183747,16.43422,0.959678948,36.01307502,0.494532168,0.965082407,0.976041734,0.218336165,87.706702
0.983981609,37.00470192,0.763467789,0.983467162,0.988331676,0.161735818,82.432219,0.614834011,16.17737881,0.174206704,0.43385461,0.636837363,0.587576807,0.0
0.983981609,37.00470192,0.763467789,0.983467162,0.988331676,0.161735818,82.432219,1.0,100000.0,0.999999523,0.0,1.000000119,1.0,97.428429
0.983981609,37.00470192,0.763467789,0.983467162,0.988331676,0.161735818,82.432219,0.918047428,22.97381672,0.607056916,0.897664368,0.897697389,0.28953287,29.142913
0.983981609,37.00470192,0.763467789,0.983467162,0.988331676,0.161735818,82.432219,0.967340946,28.956771,0.742630064,0.964461148,0.96118176,0.189449474,56.656693
0.983981609,37.00470192,0.763467789,0.983467162,0.988331676,0.161735818,82.432219,0.86245209,23.38025912,0.219757184,0.838263392,0.883472264,0.381755978,55.378324
0.983981609,37.00470192,0.763467789,0.983467162,0.988331676,0.161735818,82.432219,0.937826455,29.28053555,0.364152819,0.93520534,0.947946489,0.268317312,74.798834
0.983981609,37.00470192,0.763467789,0.983467162,0.988331676,0.161735818,82.432219,1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429
0.983981609,37.00470192,0.763467789,0.983467162,0.988331676,0.161735818,82.432219,0.925130844,28.90291742,0.298641175,0.924490035,0.93803066,0.307044029,65.486829
0.983981609,37.00470192,0.763467789,0.983467162,0.988331676,0.161735818,82.432219,1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429
0.983981609,37.00470192,0.763467789,0.983467162,0.988331676,0.161735818,82.432219,0.996905267,54.16461147,0.928584516,0.997297704,0.998551965,0.070305109,95.285788
0.983981609,37.00470192,0.763467789,0.983467162,0.988331676,0.161735818,82.432219,0.784752786,22.27276728,0.151529744,0.807962716,0.872070432,0.53033179,55.52767
0.983981609,37.00470192,0.763467789,0.983467162,0.988331676,0.161735818,82.432219,0.693604469,18.94089878,0.098025724,0.727566063,0.821368098,0.646838725,42.755357
0.983981609,37.00470192,0.763467789,0.983467162,0.988331676,0.161735818,82.432219,0.959678948,36.01307502,0.494532168,0.965082407,0.976041734,0.218336165,87.706702
0.614834011,16.17737881,0.174206704,0.43385461,0.636837363,0.587576807,0.0,1.0,100000.0,0.999999523,0.0,1.000000119,1.0,97.428429
0.614834011,16.17737881,0.174206704,0.43385461,0.636837363,0.587576807,0.0,0.918047428,22.97381672,0.607056916,0.897664368,0.897697389,0.28953287,29.142913
0.614834011,16.17737881,0.174206704,0.43385461,0.636837363,0.587576807,0.0,0.967340946,28.956771,0.742630064,0.964461148,0.96118176,0.189449474,56.656693
0.614834011,16.17737881,0.174206704,0.43385461,0.636837363,0.587576807,0.0,0.86245209,23.38025912,0.219757184,0.838263392,0.883472264,0.381755978,55.378324
0.614834011,16.17737881,0.174206704,0.43385461,0.636837363,0.587576807,0.0,0.937826455,29.28053555,0.364152819,0.93520534,0.947946489,0.268317312,74.798834
0.614834011,16.17737881,0.174206704,0.43385461,0.636837363,0.587576807,0.0,1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429
0.614834011,16.17737881,0.174206704,0.43385461,0.636837363,0.587576807,0.0,0.925130844,28.90291742,0.298641175,0.924490035,0.93803066,0.307044029,65.486829
0.614834011,16.17737881,0.174206704,0.43385461,0.636837363,0.587576807,0.0,1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429
0.614834011,16.17737881,0.174206704,0.43385461,0.636837363,0.587576807,0.0,0.996905267,54.16461147,0.928584516,0.997297704,0.998551965,0.070305109,95.285788
0.614834011,16.17737881,0.174206704,0.43385461,0.636837363,0.587576807,0.0,0.784752786,22.27276728,0.151529744,0.807962716,0.872070432,0.53033179,55.52767
0.614834011,16.17737881,0.174206704,0.43385461,0.636837363,0.587576807,0.0,0.693604469,18.94089878,0.098025724,0.727566063,0.821368098,0.646838725,42.755357
0.614834011,16.17737881,0.174206704,0.43385461,0.636837363,0.587576807,0.0,0.959678948,36.01307502,0.494532168,0.965082407,0.976041734,0.218336165,87.706702
1.0,100000.0,0.999999523,0.0,1.000000119,1.0,97.428429,0.918047428,22.97381672,0.607056916,0.897664368,0.897697389,0.28953287,29.142913
1.0,100000.0,0.999999523,0.0,1.000000119,1.0,97.428429,0.967340946,28.956771,0.742630064,0.964461148,0.96118176,0.189449474,56.656693
1.0,100000.0,0.999999523,0.0,1.000000119,1.0,97.428429,0.86245209,23.38025912,0.219757184,0.838263392,0.883472264,0.381755978,55.378324
1.0,100000.0,0.999999523,0.0,1.000000119,1.0,97.428429,0.937826455,29.28053555,0.364152819,0.93520534,0.947946489,0.268317312,74.798834
1.0,100000.0,0.999999523,0.0,1.000000119,1.0,97.428429,1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429
1.0,100000.0,0.999999523,0.0,1.000000119,1.0,97.428429,0.925130844,28.90291742,0.298641175,0.924490035,0.93803066,0.307044029,65.486829
1.0,100000.0,0.999999523,0.0,1.000000119,1.0,97.428429,1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429
1.0,100000.0,0.999999523,0.0,1.000000119,1.0,97.428429,0.996905267,54.16461147,0.928584516,0.997297704,0.998551965,0.070305109,95.285788
1.0,100000.0,0.999999523,0.0,1.000000119,1.0,97.428429,0.784752786,22.27276728,0.151529744,0.807962716,0.872070432,0.53033179,55.52767
1.0,100000.0,0.999999523,0.0,1.000000119,1.0,97.428429,0.693604469,18.94089878,0.098025724,0.727566063,0.821368098,0.646838725,42.755357
1.0,100000.0,0.999999523,0.0,1.000000119,1.0,97.428429,0.959678948,36.01307502,0.494532168,0.965082407,0.976041734,0.218336165,87.706702
0.918047428,22.97381672,0.607056916,0.897664368,0.897697389,0.28953287,29.142913,0.967340946,28.956771,0.742630064,0.964461148,0.96118176,0.189449474,56.656693
0.918047428,22.97381672,0.607056916,0.897664368,0.897697389,0.28953287,29.142913,0.86245209,23.38025912,0.219757184,0.838263392,0.883472264,0.381755978,55.378324
0.918047428,22.97381672,0.607056916,0.897664368,0.897697389,0.28953287,29.142913,0.937826455,29.28053555,0.364152819,0.93520534,0.947946489,0.268317312,74.798834
0.918047428,22.97381672,0.607056916,0.897664368,0.897697389,0.28953287,29.142913,1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429
0.918047428,22.97381672,0.607056916,0.897664368,0.897697389,0.28953287,29.142913,0.925130844,28.90291742,0.298641175,0.924490035,0.93803066,0.307044029,65.486829
0.918047428,22.97381672,0.607056916,0.897664368,0.897697389,0.28953287,29.142913,1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429
0.918047428,22.97381672,0.607056916,0.897664368,0.897697389,0.28953287,29.142913,0.996905267,54.16461147,0.928584516,0.997297704,0.998551965,0.070305109,95.285788
0.918047428,22.97381672,0.607056916,0.897664368,0.897697389,0.28953287,29.142913,0.784752786,22.27276728,0.151529744,0.807962716,0.872070432,0.53033179,55.52767
0.918047428,22.97381672,0.607056916,0.897664368,0.897697389,0.28953287,29.142913,0.693604469,18.94089878,0.098025724,0.727566063,0.821368098,0.646838725,42.755357
0.918047428,22.97381672,0.607056916,0.897664368,0.897697389,0.28953287,29.142913,0.959678948,36.01307502,0.494532168,0.965082407,0.976041734,0.218336165,87.706702
0.967340946,28.956771,0.742630064,0.964461148,0.96118176,0.189449474,56.656693,0.86245209,23.38025912,0.219757184,0.838263392,0.883472264,0.381755978,55.378324
0.967340946,28.956771,0.742630064,0.964461148,0.96118176,0.189449474,56.656693,0.937826455,29.28053555,0.364152819,0.93520534,0.947946489,0.268317312,74.798834
0.967340946,28.956771,0.742630064,0.964461148,0.96118176,0.189449474,56.656693,1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429
0.967340946,28.956771,0.742630064,0.964461148,0.96118176,0.189449474,56.656693,0.925130844,28.90291742,0.298641175,0.924490035,0.93803066,0.307044029,65.486829
0.967340946,28.956771,0.742630064,0.964461148,0.96118176,0.189449474,56.656693,1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429
0.967340946,28.956771,0.742630064,0.964461148,0.96118176,0.189449474,56.656693,0.996905267,54.16461147,0.928584516,0.997297704,0.998551965,0.070305109,95.285788
0.967340946,28.956771,0.742630064,0.964461148,0.96118176,0.189449474,56.656693,0.784752786,22.27276728,0.151529744,0.807962716,0.872070432,0.53033179,55.52767
0.967340946,28.956771,0.742630064,0.964461148,0.96118176,0.189449474,56.656693,0.693604469,18.94089878,0.098025724,0.727566063,0.821368098,0.646838725,42.755357
0.967340946,28.956771,0.742630064,0.964461148,0.96118176,0.189449474,56.656693,0.959678948,36.01307502,0.494532168,0.965082407,0.976041734,0.218336165,87.706702
0.86245209,23.38025912,0.219757184,0.838263392,0.883472264,0.381755978,55.378324,0.937826455,29.28053555,0.364152819,0.93520534,0.947946489,0.268317312,74.798834
0.86245209,23.38025912,0.219757184,0.838263392,0.883472264,0.381755978,55.378324,1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429
0.86245209,23.38025912,0.219757184,0.838263392,0.883472264,0.381755978,55.378324,0.925130844,28.90291742,0.298641175,0.924490035,0.93803066,0.307044029,65.486829
0.86245209,23.38025912,0.219757184,0.838263392,0.883472264,0.381755978,55.378324,1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429
0.86245209,23.38025912,0.219757184,0.838263392,0.883472264,0.381755978,55.378324,0.996905267,54.16461147,0.928584516,0.997297704,0.998551965,0.070305109,95.285788
0.86245209,23.38025912,0.219757184,0.838263392,0.883472264,0.381755978,55.378324,0.784752786,22.27276728,0.151529744,0.807962716,0.872070432,0.53033179,55.52767
0.86245209,23.38025912,0.219757184,0.838263392,0.883472264,0.381755978,55.378324,0.693604469,18.94089878,0.098025724,0.727566063,0.821368098,0.646838725,42.755357
0.86245209,23.38025912,0.219757184,0.838263392,0.883472264,0.381755978,55.378324,0.959678948,36.01307502,0.494532168,0.965082407,0.976041734,0.218336165,87.706702
0.937826455,29.28053555,0.364152819,0.93520534,0.947946489,0.268317312,74.798834,1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429
0.937826455,29.28053555,0.364152819,0.93520534,0.947946489,0.268317312,74.798834,0.925130844,28.90291742,0.298641175,0.924490035,0.93803066,0.307044029,65.486829
0.937826455,29.28053555,0.364152819,0.93520534,0.947946489,0.268317312,74.798834,1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429
0.937826455,29.28053555,0.364152819,0.93520534,0.947946489,0.268317312,74.798834,0.996905267,54.16461147,0.928584516,0.997297704,0.998551965,0.070305109,95.285788
0.937826455,29.28053555,0.364152819,0.93520534,0.947946489,0.268317312,74.798834,0.784752786,22.27276728,0.151529744,0.807962716,0.872070432,0.53033179,55.52767
0.937826455,29.28053555,0.364152819,0.93520534,0.947946489,0.268317312,74.798834,0.693604469,18.94089878,0.098025724,0.727566063,0.821368098,0.646838725,42.755357
0.937826455,29.28053555,0.364152819,0.93520534,0.947946489,0.268317312,74.798834,0.959678948,36.01307502,0.494532168,0.965082407,0.976041734,0.218336165,87.706702
1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429,0.925130844,28.90291742,0.298641175,0.924490035,0.93803066,0.307044029,65.486829
1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429,1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429
1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429,0.996905267,54.16461147,0.928584516,0.997297704,0.998551965,0.070305109,95.285788
1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429,0.784752786,22.27276728,0.151529744,0.807962716,0.872070432,0.53033179,55.52767
1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429,0.693604469,18.94089878,0.098025724,0.727566063,0.821368098,0.646838725,42.755357
1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429,0.959678948,36.01307502,0.494532168,0.965082407,0.976041734,0.218336165,87.706702
0.925130844,28.90291742,0.298641175,0.924490035,0.93803066,0.307044029,65.486829,1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429
0.925130844,28.90291742,0.298641175,0.924490035,0.93803066,0.307044029,65.486829,0.996905267,54.16461147,0.928584516,0.997297704,0.998551965,0.070305109,95.285788
0.925130844,28.90291742,0.298641175,0.924490035,0.93803066,0.307044029,65.486829,0.784752786,22.27276728,0.151529744,0.807962716,0.872070432,0.53033179,55.52767
0.925130844,28.90291742,0.298641175,0.924490035,0.93803066,0.307044029,65.486829,0.693604469,18.94089878,0.098025724,0.727566063,0.821368098,0.646838725,42.755357
0.925130844,28.90291742,0.298641175,0.924490035,0.93803066,0.307044029,65.486829,0.959678948,36.01307502,0.494532168,0.965082407,0.976041734,0.218336165,87.706702
1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429,0.996905267,54.16461147,0.928584516,0.997297704,0.998551965,0.070305109,95.285788
1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429,0.784752786,22.27276728,0.151529744,0.807962716,0.872070432,0.53033179,55.52767
1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429,0.693604469,18.94089878,0.098025724,0.727566063,0.821368098,0.646838725,42.755357
1.0,100000.0,0.999999523,1.000000119,1.0,0.0,97.428429,0.959678948,36.01307502,0.494532168,0.965082407,0.976041734,0.218336165,87.706702
0.996905267,54.16461147,0.928584516,0.997297704,0.998551965,0.070305109,95.285788,0.784752786,22.27276728,0.151529744,0.807962716,0.872070432,0.53033179,55.52767
0.996905267,54.16461147,0.928584516,0.997297704,0.998551965,0.070305109,95.285788,0.693604469,18.94089878,0.098025724,0.727566063,0.821368098,0.646838725,42.755357
0.996905267,54.16461147,0.928584516,0.997297704,0.998551965,0.070305109,95.285788,0.959678948,36.01307502,0.494532168,0.965082407,0.976041734,0.218336165,87.706702
0.784752786,22.27276728,0.151529744,0.807962716,0.872070432,0.53033179,55.52767,0.693604469,18.94089878,0.098025724,0.727566063,0.821368098,0.646838725,42.755357
0.784752786,22.27276728,0.151529744,0.807962716,0.872070432,0.53033179,55.52767,0.959678948,36.01307502,0.494532168,0.965082407,0.976041734,0.218336165,87.706702
0.693604469,18.94089878,0.098025724,0.727566063,0.821368098,0.646838725,42.755357,0.959678948,36.01307502,0.494532168,0.965082407,0.976041734,0.218336165,87.706702
